x,y,z,a,b,c
11733461.00000000,6983142.00000000,325.10900879,-0.083948,-0.183711,0.979389
11733450.00000000,6983141.50000000,343.75698853,-0.099116,-0.532930,0.840334
11733450.00000000,6983149.00000000,326.72299194,-0.038738,-0.181953,0.982544
11733438.00000000,6983151.00000000,339.80099487,-0.213072,-0.330334,0.919500
11733431.00000000,6983156.00000000,339.57800293,-0.022010,-0.179556,0.983502
11733457.00000000,6983137.50000000,345.12899780,0.055566,-0.616930,0.785054
11733457.00000000,6983146.00000000,325.96899414,-0.078772,-0.180569,0.980403
11733447.00000000,6983145.50000000,342.48400879,-0.230174,-0.486261,0.842954
11733447.00000000,6983152.50000000,326.97900391,-0.050575,-0.168193,0.984456
11733468.00000000,6983141.00000000,325.77200317,-0.085731,-0.214948,0.972856
11733457.00000000,6983148.50000000,326.26998901,-0.086233,-0.178540,0.980147
11733448.00000000,6983154.00000000,327.09698486,-0.053146,-0.171249,0.983793
11733461.00000000,6983137.50000000,349.94500732,-0.035183,-0.781071,0.623450
11733462.00000000,6983147.50000000,325.77801514,-0.115209,-0.177149,0.977418
11733459.00000000,6983149.50000000,326.38800049,-0.101925,-0.178062,0.978726
11733453.00000000,6983153.00000000,326.95901489,-0.046194,-0.183591,0.981917
11733441.00000000,6983154.00000000,343.98001099,-0.328188,-0.480392,0.813336
11733464.00000000,6983148.50000000,325.95498657,-0.132270,-0.185179,0.973763
11733460.00000000,6983151.00000000,326.48699951,-0.120918,-0.180753,0.976067
11733455.00000000,6983154.50000000,326.97299194,-0.061536,-0.196673,0.978536
11733460.00000000,6983141.50000000,353.58700562,0.006851,-0.806995,0.590518
11733457.00000000,6983144.50000000,350.98800659,-0.026265,-0.822505,0.568151
11733452.00000000,6983145.00000000,357.83200073,-0.278718,-0.222695,0.934197
11733456.00000000,6983155.50000000,327.10400391,-0.074560,-0.201678,0.976610
11733458.00000000,6983144.00000000,353.48199463,-0.015134,-0.813082,0.581952
11733462.00000000,6983153.50000000,326.78201294,-0.155014,-0.188322,0.969797
11733452.00000000,6983147.50000000,354.82699585,-0.401964,-0.617006,0.676556
11733461.00000000,6983143.00000000,354.65600586,-0.004142,-0.752485,0.658597
11733465.00000000,6983152.50000000,326.61199951,-0.188634,-0.199186,0.961635
11733455.00000000,6983145.00000000,358.80999756,-0.086730,-0.342918,0.935353
11733452.00000000,6983148.00000000,356.66400146,-0.268125,-0.302909,0.914524
11733465.00000000,6983152.50000000,326.60501099,-0.188634,-0.199186,0.961635
11733455.00000000,6983146.00000000,356.74301147,-0.003880,-0.404815,0.914390
11733460.00000000,6983141.50000000,360.23400879,0.121152,-0.460376,0.879418
11733465.00000000,6983153.00000000,326.64401245,-0.191662,-0.199593,0.960952
11733454.00000000,6983144.50000000,362.94400024,-0.252031,-0.327785,0.910515
11733467.00000000,6983152.50000000,326.42098999,-0.206958,-0.201618,0.957350
11733457.00000000,6983146.00000000,356.48699951,0.058635,-0.445899,0.893161
11733461.00000000,6983156.00000000,327.18899536,-0.151130,-0.202798,0.967488
11733452.00000000,6983154.00000000,345.45700073,-0.315096,-0.644734,0.696442
11733458.00000000,6983145.00000000,360.18099976,0.022292,-0.405186,0.913963
11733468.00000000,6983154.50000000,326.65100098,-0.236863,-0.196258,0.951514
11733458.00000000,6983147.00000000,361.40798950,-0.008985,-0.378668,0.925489
11733457.00000000,6983148.50000000,361.46099854,-0.053642,-0.349327,0.935464
11733458.00000000,6983149.00000000,361.69699097,-0.032176,-0.351365,0.935686
11733464.00000000,6983143.50000000,356.77600098,0.083972,-0.525181,0.846837
11733464.00000000,6983145.00000000,356.51998901,0.066019,-0.518322,0.852633
11733461.00000000,6983139.50000000,354.15701294,0.049830,-0.767384,0.639249
11733463.00000000,6983145.00000000,356.17800903,0.086300,-0.505067,0.858755
11733467.00000000,6983127.00000000,323.90200806,-0.062461,-0.062461,0.996091
11733463.00000000,6983141.50000000,348.59298706,-0.161936,-0.773360,0.612937
11733463.00000000,6983147.50000000,355.91598511,0.026227,-0.561814,0.826847
11733466.00000000,6983127.00000000,323.92098999,-0.067109,-0.064909,0.995632
11733468.00000000,6983132.50000000,323.92800903,-0.065686,-0.125610,0.989903
11733460.00000000,6983143.50000000,354.62298584,-0.004140,-0.757592,0.652716
11733462.00000000,6983121.50000000,324.72198486,-0.058965,0.001034,0.998260
11733466.00000000,6983131.00000000,324.05899048,-0.057718,-0.107514,0.992527
11733456.00000000,6983141.00000000,359.55801392,0.066331,-0.318651,0.945548
11733456.00000000,6983143.00000000,360.54901123,-0.032302,-0.355326,0.934184
11733458.00000000,6983144.50000000,358.58700562,0.063900,-0.428263,0.901392
11733461.00000000,6983150.00000000,353.93399048,-0.129110,-0.790983,0.598060
11733463.00000000,6983129.00000000,324.16400146,-0.062007,-0.098084,0.993244
11733453.00000000,6983141.00000000,362.10998535,-0.768270,0.079576,0.635161
11733455.00000000,6983142.00000000,357.64199829,0.055281,-0.314973,0.947489
11733455.00000000,6983144.50000000,361.55300903,-0.151335,-0.345710,0.926058
11733459.00000000,6983147.00000000,352.28100586,-0.099932,-0.824078,0.557592
11733463.00000000,6983152.00000000,347.87799072,-0.335184,-0.746472,0.574832
11733463.00000000,6983129.50000000,324.19000244,-0.062258,-0.103008,0.992730
11733455.00000000,6983138.50000000,352.92999268,0.721245,-0.607791,0.332259
11733465.00000000,6983136.50000000,324.23001099,-0.065646,-0.175453,0.982297
11733454.00000000,6983145.00000000,361.90701294,-0.237891,-0.324396,0.915519
11733457.00000000,6983146.00000000,355.98800659,0.031768,-0.548349,0.835646
11733468.00000000,6983145.50000000,325.02398682,-0.105892,-0.193097,0.975449
11733461.00000000,6983126.50000000,324.39999390,-0.062708,-0.069309,0.995622
11733454.00000000,6983137.00000000,350.93600464,0.784774,-0.536448,0.310408
11733464.00000000,6983135.50000000,324.24899292,-0.057789,-0.163933,0.984777
11733453.00000000,6983144.00000000,360.31201172,-0.288750,-0.243233,0.925992
11733466.00000000,6983141.50000000,324.66900635,-0.084963,-0.198248,0.976463
11733468.00000000,6983145.00000000,324.99700928,-0.100667,-0.195120,0.975599
11733457.00000000,6983122.00000000,324.91900635,-0.025168,0.005034,0.999671
11733461.00000000,6983131.00000000,324.28900146,-0.056003,-0.122293,0.990913
11733451.00000000,6983141.00000000,358.98001099,-0.470042,0.044961,0.881498
11733454.00000000,6983144.00000000,354.86599731,0.070929,-0.728106,0.681785
11733456.00000000,6983145.50000000,351.48699951,-0.037712,-0.819894,0.571272
11733456.00000000,6983149.50000000,354.87899780,-0.082840,-0.745562,0.661268
11733467.00000000,6983147.50000000,325.54199219,-0.133650,-0.197293,0.971192
11733456.00000000,6983122.50000000,324.92498779,-0.018940,-0.002990,0.999816
11733459.00000000,6983131.00000000,324.47198486,-0.051400,-0.129071,0.990302
11733457.00000000,6983138.00000000,337.03799438,-0.037418,-0.344506,0.938038
11733453.00000000,6983144.00000000,352.34600830,0.137191,-0.827571,0.544338
11733464.00000000,6983144.00000000,325.22698975,-0.100229,-0.191796,0.976304
11733462.00000000,6983153.00000000,339.70199585,-0.378721,-0.515255,0.768819
11733454.00000000,6983122.50000000,324.94500732,0.008937,0.008937,0.999920
11733458.00000000,6983132.00000000,324.60400391,-0.047088,-0.141264,0.988851
11733460.00000000,6983137.50000000,324.75500488,-0.053350,-0.176648,0.982827
11733453.00000000,6983144.50000000,349.97100830,-0.029341,-0.797807,0.602198
11733456.00000000,6983150.00000000,348.96099854,-0.180997,-0.783306,0.594704
11733460.00000000,6983154.50000000,340.74499512,-0.351734,-0.546241,0.760200
11733454.00000000,6983125.00000000,324.93200684,-0.001016,-0.041673,0.999131
11733458.00000000,6983134.00000000,324.70199585,-0.047731,-0.159490,0.986045
11733455.00000000,6983139.00000000,335.35198975,-0.047585,-0.322806,0.945268
11733449.00000000,6983145.50000000,358.76998901,-0.412846,-0.175279,0.893776
11733455.00000000,6983145.50000000,343.20599365,-0.142440,-0.619239,0.772175
11733462.00000000,6983146.50000000,325.67300415,-0.110485,-0.182486,0.976981
11733463.00000000,6983150.50000000,326.28298950,-0.143911,-0.187212,0.971721
11733465.00000000,6983156.00000000,327.04501343,-0.208775,-0.192817,0.958767
11733455.00000000,6983129.00000000,324.83300781,-0.018553,-0.105860,0.994208
11733450.00000000,6983139.00000000,347.84500122,0.522788,-0.670715,0.526150
11733448.00000000,6983144.00000000,356.89401245,-0.398296,-0.088966,0.912932
11733459.00000000,6983141.50000000,325.20098877,-0.073459,-0.177024,0.981461
11733451.00000000,6983149.00000000,354.49899292,-0.619865,-0.485477,0.616506
11733462.00000000,6983148.50000000,326.02099609,-0.118225,-0.177959,0.976910
11733463.00000000,6983152.50000000,326.59799194,-0.158616,-0.192145,0.968463
11733452.00000000,6983124.50000000,324.93200684,0.025831,-0.032031,0.999153
11733456.00000000,6983134.00000000,324.91198730,-0.033447,-0.162623,0.986121
11733452.00000000,6983146.00000000,345.23400879,-0.155771,-0.654845,0.739536
11733460.00000000,6983147.00000000,325.86401367,-0.102171,-0.178491,0.978623
11733457.00000000,6983152.50000000,340.07598877,-0.260347,-0.531608,0.805986
11733463.00000000,6983155.00000000,326.94000244,-0.176272,-0.194552,0.964924
11733453.00000000,6983130.00000000,325.00399780,-0.005450,-0.118800,0.992903
11733455.00000000,6983135.50000000,325.01699829,-0.031202,-0.165256,0.985757
11733447.00000000,6983143.00000000,354.13101196,-0.917074,0.129420,0.377128
11733450.00000000,6983146.00000000,348.80300903,-0.304439,-0.691027,0.655590
11733452.00000000,6983151.00000000,347.41900635,-0.276423,-0.704639,0.653509
11733460.00000000,6983150.00000000,326.32299805,-0.109783,-0.176393,0.978179
11733449.00000000,6983122.50000000,324.89300537,0.048644,0.011385,0.998751
11733453.00000000,6983131.50000000,325.05700684,-0.007734,-0.133679,0.990994
11733448.00000000,6983139.00000000,343.73098755,-0.118482,-0.463936,0.877910
11733455.00000000,6983138.50000000,325.30599976,-0.038389,-0.166353,0.985319
11733451.00000000,6983146.50000000,345.28601074,-0.185936,-0.643861,0.742207
11733453.00000000,6983149.50000000,341.82199097,-0.186818,-0.569568,0.800432
11733460.00000000,6983151.00000000,326.46701050,-0.120918,-0.180753,0.976067
11733449.00000000,6983125.50000000,324.97799683,0.041196,-0.043309,0.998212
11733453.00000000,6983134.50000000,325.12200928,-0.019314,-0.157917,0.987264
11733455.00000000,6983140.00000000,325.48999023,-0.048098,-0.170103,0.984252
11733453.00000000,6983145.50000000,335.54901123,-0.107812,-0.367107,0.923910
11733452.00000000,6983152.50000000,346.26998901,-0.297354,-0.667038,0.683111
11733460.00000000,6983155.50000000,327.10998535,-0.133583,-0.199738,0.970701
11733450.00000000,6983130.50000000,325.14199829,0.023061,-0.108715,0.993805
11733449.00000000,6983139.00000000,337.37298584,-0.052803,-0.318104,0.946584
11733450.00000000,6983142.50000000,338.47500610,-0.097420,-0.391052,0.915198
11733455.00000000,6983143.00000000,326.00100708,-0.058349,-0.177428,0.982403
11733457.00000000,6983150.50000000,326.51998901,-0.083658,-0.175804,0.980864
11733445.00000000,6983122.00000000,324.97799683,0.076018,0.024626,0.996802
11733449.00000000,6983130.50000000,325.23400879,0.025218,-0.101969,0.994468
11733452.00000000,6983138.00000000,325.47000122,-0.026403,-0.164156,0.986081
11733446.00000000,6983146.50000000,348.71798706,-0.487070,-0.550673,0.677880
11733455.00000000,6983147.00000000,326.65798950,-0.066025,-0.183669,0.980768
11733458.00000000,6983156.00000000,327.16299438,-0.109465,-0.205090,0.972602
11733447.00000000,6983130.00000000,325.20098877,0.033808,-0.086157,0.995708
11733451.00000000,6983139.00000000,325.61401367,-0.019467,-0.166039,0.985927
11733448.00000000,6983149.00000000,342.97601318,-0.254087,-0.544026,0.799672
11733455.00000000,6983152.50000000,326.81500244,-0.060954,-0.182863,0.981247
11733445.00000000,6983128.50000000,325.21398926,0.046542,-0.063860,0.996873
11733449.00000000,6983137.00000000,325.56799316,-0.010177,-0.159438,0.987156
11733451.00000000,6983144.50000000,326.45401001,-0.036462,-0.184663,0.982125
11733453.00000000,6983150.00000000,326.67700195,-0.048557,-0.183571,0.981807
11733443.00000000,6983124.50000000,325.14801025,0.072516,-0.005255,0.997353
11733446.00000000,6983133.50000000,325.50299072,0.014209,-0.112579,0.993541
11733450.00000000,6983142.00000000,325.95599365,-0.019386,-0.163073,0.986423
11733451.00000000,6983147.50000000,326.71701050,-0.038738,-0.181953,0.982544
11733454.00000000,6983154.50000000,327.03201294,-0.054165,-0.198605,0.978582
11733443.00000000,6983129.00000000,325.47000122,0.037272,-0.054311,0.997828
11733447.00000000,6983138.00000000,325.70001221,-0.010135,-0.156533,0.987621
11733450.00000000,6983147.50000000,326.67700195,-0.033829,-0.178475,0.983363
11733439.00000000,6983122.00000000,325.04998779,0.078922,0.063360,0.994865
11733443.00000000,6983131.00000000,325.45001221,0.026721,-0.069474,0.997226
11733446.00000000,6983139.50000000,325.79800415,-0.012443,-0.157228,0.987484
11733449.00000000,6983148.50000000,326.71701050,-0.036174,-0.176201,0.983689
11733438.00000000,6983123.00000000,325.07598877,0.066706,0.055770,0.996213
11733442.00000000,6983131.50000000,325.45001221,0.022397,-0.071457,0.997192
11733445.00000000,6983140.50000000,325.91000366,-0.010158,-0.156882,0.987565
11733448.00000000,6983149.50000000,326.76901245,-0.038535,-0.171657,0.984403
11733437.00000000,6983123.50000000,325.10900879,0.057481,0.057481,0.996691
11733441.00000000,6983133.00000000,325.49600220,0.015992,-0.077828,0.996839
11733445.00000000,6983142.00000000,326.10000610,-0.014704,-0.157223,0.987454
11733448.00000000,6983151.50000000,326.87399292,-0.045844,-0.172798,0.983890
11733438.00000000,6983126.00000000,325.29901123,0.048941,0.019785,0.998606
11733441.00000000,6983135.00000000,325.62799072,0.007529,-0.100033,0.994956
11733444.00000000,6983144.00000000,326.32998657,-0.021633,-0.158264,0.987160
11733448.00000000,6983153.50000000,327.03799438,-0.050673,-0.170872,0.983989
11733437.00000000,6983127.00000000,325.37799072,0.038150,0.017528,0.999118
11733441.00000000,6983136.00000000,325.71899414,0.003250,-0.113760,0.993503
11733444.00000000,6983144.50000000,326.41500854,-0.024017,-0.158971,0.986991
11733447.00000000,6983153.50000000,327.07101440,-0.050575,-0.168193,0.984456
11733436.00000000,6983126.50000000,325.38500977,0.038616,0.030267,0.998796
11733440.00000000,6983135.50000000,325.69299316,0.005367,-0.099821,0.994991
11733443.00000000,6983144.00000000,326.36199951,-0.014654,-0.149923,0.988589
11733446.00000000,6983153.00000000,327.03201294,-0.052820,-0.165502,0.984794
11733436.00000000,6983128.50000000,325.48300171,0.031203,-0.001007,0.999513
11733440.00000000,6983137.50000000,325.86401367,-0.003313,-0.135852,0.990724
11733443.00000000,6983146.50000000,326.63101196,-0.026263,-0.154149,0.987698
11733446.00000000,6983154.00000000,327.12399292,-0.055288,-0.165864,0.984598
11733435.00000000,6983127.00000000,325.45001221,0.034232,0.030083,0.998961
11733439.00000000,6983135.50000000,325.68701172,0.003207,-0.097280,0.995252
11733442.00000000,6983144.50000000,326.41500854,-0.019204,-0.150246,0.988462
11733445.00000000,6983153.00000000,327.06399536,-0.050284,-0.160207,0.985802
11733435.00000000,6983128.00000000,325.51599121,0.029486,0.013218,0.999478
11733438.00000000,6983136.50000000,325.77801514,0.005418,-0.111619,0.993736
11733436.00000000,6983147.50000000,341.27700806,-0.161631,-0.399072,0.902561
11733443.00000000,6983149.00000000,326.80899048,-0.037792,-0.147730,0.988305
11733431.00000000,6983121.50000000,325.18099976,0.027948,0.126325,0.991595
11733435.00000000,6983130.50000000,325.67401123,0.023528,-0.023528,0.999446
11733438.00000000,6983139.50000000,326.04699707,-0.005576,-0.146102,0.989254
11733440.00000000,6983145.00000000,326.51998901,-0.016812,-0.142343,0.989675
11733437.00000000,6983153.00000000,343.51501465,-0.241673,-0.457507,0.855735
11733444.00000000,6983156.00000000,327.30099487,-0.069499,-0.151955,0.985941
11733433.00000000,6983131.00000000,325.68701172,0.019359,-0.023435,0.999538
11733437.00000000,6983139.50000000,325.94900513,-0.001106,-0.140492,0.990081
11733438.00000000,6983145.00000000,326.47399902,-0.014484,-0.137038,0.990460
11733434.00000000,6983152.50000000,345.91598511,-0.130223,-0.728948,0.672069
11733442.00000000,6983154.00000000,327.11700439,-0.059093,-0.140201,0.988358
11733430.00000000,6983127.00000000,325.67999268,0.015496,0.042356,0.998982
11733433.00000000,6983136.00000000,325.86401367,0.014103,-0.100890,0.994798
11733436.00000000,6983144.50000000,326.50698853,-0.007763,-0.138622,0.990315
11733439.00000000,6983152.00000000,327.06500244,-0.034958,-0.127428,0.991232
11733427.00000000,6983124.50000000,325.26699829,0.003170,0.083482,0.996504
11733430.00000000,6983133.50000000,325.89001465,0.015712,-0.057610,0.998216
11733429.00000000,6983145.00000000,341.18499756,0.034048,-0.303913,0.952091
11733432.00000000,6983147.50000000,335.60101318,0.005860,-0.216803,0.976198
11733431.00000000,6983154.50000000,345.03698730,-0.031436,-0.509813,0.859711
11733424.00000000,6983122.00000000,325.29299927,-0.027517,0.106765,0.993903
11733428.00000000,6983131.00000000,325.94900513,0.013088,-0.019129,0.999731
11733431.00000000,6983139.50000000,326.11999512,0.018992,-0.132945,0.990941
11733434.00000000,6983146.50000000,326.70999146,0.003288,-0.128214,0.991741
11733429.00000000,6983155.00000000,348.23901367,0.135084,-0.934674,0.328842
11733437.00000000,6983155.50000000,327.31399536,-0.030015,-0.116724,0.992711
11733425.00000000,6983128.00000000,325.75900269,0.011096,0.023201,0.999669
11733429.00000000,6983136.50000000,326.06100464,0.020739,-0.103696,0.994393
11733428.00000000,6983147.00000000,338.59298706,0.075366,-0.272083,0.959318
11733433.00000000,6983149.00000000,326.86099243,0.016557,-0.122523,0.992328
11733431.00000000,6983155.50000000,339.07901001,-0.012508,-0.167151,0.985852
11733424.00000000,6983127.00000000,325.55599976,0.007117,0.033551,0.999412
11733427.00000000,6983136.00000000,326.06100464,0.025163,-0.101747,0.994492
11733431.00000000,6983145.00000000,326.67098999,0.028110,-0.133805,0.990609
11733432.00000000,6983148.50000000,326.86099243,0.023330,-0.123317,0.992093
11733434.00000000,6983154.00000000,327.52398682,-0.005399,-0.104739,0.994485
11733424.00000000,6983131.00000000,325.98901367,0.021568,-0.029785,0.999324
11733428.00000000,6983139.50000000,326.16598511,0.023556,-0.135726,0.990466
11733431.00000000,6983148.50000000,327.18899536,0.030190,-0.124116,0.991808
11733434.00000000,6983155.50000000,327.57000732,-0.011954,-0.105413,0.994357
11733425.00000000,6983135.00000000,326.06100464,0.029202,-0.083279,0.996098
11733428.00000000,6983143.50000000,326.64498901,0.040183,-0.145806,0.988497
11733427.00000000,6983152.00000000,339.78799438,0.105892,-0.193097,0.975449
11733433.00000000,6983156.00000000,327.64898682,-0.003213,-0.099609,0.995021
11733425.00000000,6983137.00000000,326.10699463,0.032252,-0.112327,0.993148
11733428.00000000,6983146.00000000,326.73699951,0.047011,-0.136448,0.989531
11733431.00000000,6983153.50000000,328.17999268,0.027356,-0.099575,0.994654
11733424.00000000,6983135.50000000,326.07400513,0.036201,-0.093246,0.994985
11733427.00000000,6983144.50000000,326.63198853,0.044868,-0.146109,0.988250
11733430.00000000,6983151.50000000,327.64199829,0.036632,-0.107677,0.993511
11733424.00000000,6983138.00000000,326.13299561,0.039551,-0.127692,0.991025
11733427.00000000,6983147.50000000,327.91101074,0.054028,-0.132197,0.989750
11733429.00000000,6983153.00000000,327.95001221,0.036273,-0.095628,0.994756
11733425.00000000,6983142.50000000,326.34899902,0.038097,-0.155849,0.987046
11733427.00000000,6983151.50000000,330.84399414,0.060109,-0.107742,0.992360
11733423.00000000,6983142.00000000,326.32299805,0.042984,-0.159158,0.986317
11733426.00000000,6983150.50000000,327.14999390,0.059988,-0.105262,0.992634
11733423.00000000,6983147.50000000,326.57299805,0.059112,-0.137928,0.988677
11733422.00000000,6983150.50000000,326.67800903,0.057718,-0.107514,0.992527
11733423.00000000,6983156.00000000,326.99301147,0.057364,-0.055199,0.996826
11733457.00000000,6983121.50000000,324.91198730,-0.023341,0.015223,0.999612
11733464.00000000,6983119.50000000,324.63598633,-0.063072,0.035277,0.997385
11733453.00000000,6983121.00000000,324.91900635,0.028232,0.044963,0.998590
11733460.00000000,6983119.00000000,324.86599731,-0.030874,0.062812,0.997548
11733468.00000000,6983117.00000000,324.52499390,-0.060506,0.071507,0.995603
11733451.00000000,6983119.50000000,324.93200684,0.052009,0.087420,0.994813
11733459.00000000,6983117.50000000,324.91198730,-0.007631,0.116648,0.993144
11733466.00000000,6983116.00000000,324.71499634,-0.043742,0.113280,0.992600
11733443.00000000,6983120.00000000,324.95800781,0.093964,0.073587,0.992852
11733451.00000000,6983118.00000000,324.89898682,0.049024,0.126551,0.990748
11733459.00000000,6983116.00000000,324.91198730,-0.003369,0.160573,0.987018
11733466.00000000,6983114.00000000,324.67599487,-0.029046,0.175435,0.984062
11733442.00000000,6983119.00000000,324.89898682,0.095161,0.085989,0.991741
11733449.00000000,6983117.00000000,324.83999634,0.061563,0.138225,0.988486
11733457.00000000,6983115.00000000,324.85299683,0.019686,0.181805,0.983137
11733465.00000000,6983113.00000000,324.65600586,-0.017652,0.208291,0.977908
11733432.00000000,6983120.50000000,325.09600830,0.037428,0.134968,0.990143
11733443.00000000,6983117.50000000,324.80700684,0.096725,0.108379,0.989393
11733450.00000000,6983115.50000000,324.80099487,0.053248,0.173944,0.983315
11733458.00000000,6983114.00000000,324.80099487,0.015208,0.202389,0.979187
11733466.00000000,6983111.50000000,324.60400391,-0.017991,0.241085,0.970337
11733429.00000000,6983120.00000000,325.18798828,0.007792,0.143599,0.989605
11733437.00000000,6983117.50000000,324.89898682,0.092324,0.149876,0.984385
11733444.00000000,6983115.50000000,324.62399292,0.089522,0.149204,0.984746
11733452.00000000,6983113.50000000,324.72198486,0.052099,0.214454,0.975344
11733460.00000000,6983111.50000000,324.69601440,0.010765,0.242803,0.970016
11733467.00000000,6983109.50000000,324.61700439,-0.008483,0.267822,0.963431
11733427.00000000,6983118.50000000,325.08300781,-0.019174,0.145500,0.989172
11733435.00000000,6983116.50000000,324.91900635,0.070621,0.171166,0.982708
11733442.00000000,6983114.00000000,324.67599487,0.115894,0.185679,0.975752
11733450.00000000,6983112.00000000,324.57800293,0.047559,0.230479,0.971914
11733458.00000000,6983110.00000000,324.66299438,0.018409,0.276133,0.960943
11733465.00000000,6983108.00000000,324.55801392,-0.001217,0.288352,0.957524
11733426.00000000,6983117.00000000,325.21398926,-0.042639,0.150966,0.987619
11733434.00000000,6983114.50000000,324.86599731,0.056058,0.182486,0.981609
11733444.00000000,6983112.00000000,324.60400391,0.093625,0.213466,0.972454
11733452.00000000,6983109.50000000,324.36099243,0.033255,0.262347,0.964401
11733460.00000000,6983107.50000000,324.61700439,0.021140,0.299695,0.953801
11733467.00000000,6983106.00000000,324.60998535,0.010998,0.282282,0.959269
11733429.00000000,6983114.50000000,325.25399780,-0.024336,0.177303,0.983855
11733437.00000000,6983112.00000000,324.83401489,0.082477,0.200653,0.976184
11733443.00000000,6983110.50000000,324.53799438,0.102419,0.221275,0.969818
11733451.00000000,6983108.50000000,324.34100342,0.028344,0.269887,0.962475
11733458.00000000,6983106.50000000,324.46600342,0.026212,0.295826,0.954882
11733467.00000000,6983110.50000000,341.17800903,-0.279507,0.691581,0.666026
11733425.00000000,6983114.50000000,325.67999268,-0.082321,0.156291,0.984275
11733433.00000000,6983112.00000000,325.23400879,0.031544,0.183421,0.982528
11733441.00000000,6983118.50000000,347.89099121,-0.862026,0.505704,0.034262
11733447.00000000,6983108.00000000,324.44000244,0.035716,0.262324,0.964319
11733454.00000000,6983106.00000000,324.30801392,0.011115,0.297624,0.954619
11733462.00000000,6983104.00000000,324.43301392,0.020932,0.281971,0.959194
11733423.00000000,6983119.00000000,340.35198975,-0.509784,0.395774,0.763861
11733425.00000000,6983113.00000000,325.86999512,-0.100761,0.159033,0.982118
11733429.00000000,6983112.00000000,325.65399170,-0.050942,0.181259,0.982115
11733436.00000000,6983118.50000000,347.91799927,-0.826129,0.520721,0.215313
11733439.00000000,6983118.50000000,350.29901123,-0.857732,0.507291,0.083371
11733441.00000000,6983108.50000000,324.54501343,0.101975,0.217799,0.970652
11733447.00000000,6983106.50000000,324.39401245,0.023267,0.265739,0.963764
11733455.00000000,6983104.50000000,324.30801392,0.008590,0.293299,0.955982
11733462.00000000,6983103.00000000,324.39401245,0.025908,0.275118,0.961061
11733468.00000000,6983107.50000000,340.66699219,-0.314567,0.717859,0.621069
11733428.00000000,6983116.00000000,338.52099609,-0.319695,0.570310,0.756665
11733433.00000000,6983119.00000000,350.98800659,-0.893301,0.397512,0.209757
11733439.00000000,6983117.50000000,350.15499878,-0.863338,0.500708,0.062763
11733444.00000000,6983114.50000000,345.18099976,0.373221,0.656013,0.656013
11733448.00000000,6983105.50000000,324.29501343,0.010969,0.274222,0.961604
11733455.00000000,6983103.00000000,324.19699097,0.008534,0.281628,0.959486
11733464.00000000,6983107.50000000,341.03399658,-0.209501,0.746445,0.631608
11733469.00000000,6983104.50000000,337.00500488,-0.276533,0.663360,0.695329
11733426.00000000,6983116.50000000,342.18899536,-0.600358,0.496094,0.627265
11733428.00000000,6983114.00000000,338.30499268,-0.396140,0.550651,0.734749
11733432.00000000,6983116.50000000,347.86499023,-0.868793,0.419993,0.262306
11733438.00000000,6983107.00000000,325.42401123,0.063304,0.237081,0.969425
11733442.00000000,6983105.50000000,324.63000488,0.089293,0.227634,0.969644
11733450.00000000,6983103.00000000,324.20401001,-0.015971,0.281332,0.959478
11733458.00000000,6983101.00000000,324.08499146,0.023133,0.259336,0.965510
11733466.00000000,6983107.00000000,344.55099487,-0.289298,0.788851,0.542236
11733468.00000000,6983103.50000000,336.88101196,-0.268840,0.663351,0.698348
11733424.00000000,6983115.50000000,342.95001221,-0.723504,0.375697,0.579131
11733426.00000000,6983113.00000000,337.85900879,-0.485427,0.445934,0.752000
11733427.00000000,6983108.50000000,326.51998901,-0.130429,0.165210,0.977596
11733431.00000000,6983115.00000000,347.22900391,-0.919514,0.306505,0.246067
11733439.00000000,6983113.50000000,348.18701172,0.385070,0.791085,0.475295
11733442.00000000,6983115.00000000,355.47000122,0.248324,0.050653,0.967352
11733444.00000000,6983110.00000000,342.79901123,0.314244,0.726789,0.610761
11733450.00000000,6983101.50000000,324.09899902,-0.028296,0.266966,0.963291
11733462.00000000,6983098.50000000,324.03900146,0.049565,0.213975,0.975581
11733468.00000000,6983097.00000000,324.52499390,0.098710,0.166955,0.981011
11733429.00000000,6983117.00000000,354.85998535,-0.901335,-0.381725,0.204651
11733432.00000000,6983115.50000000,352.77301025,-0.958206,-0.285867,0.011042
11733433.00000000,6983113.50000000,349.23599243,0.784903,0.593612,0.177628
11733438.00000000,6983114.00000000,353.81600952,0.520377,0.825583,0.218222
11733440.00000000,6983109.50000000,342.83898926,0.337606,0.788814,0.513609
11733443.00000000,6983112.00000000,352.13699341,0.378969,0.826120,0.417024
11733444.00000000,6983101.50000000,324.88598633,0.040043,0.231763,0.971948
11733451.00000000,6983099.00000000,323.97399902,-0.034967,0.227891,0.973059
11733459.00000000,6983104.50000000,343.32400513,-0.100265,0.806479,0.582699
11733462.00000000,6983096.50000000,323.95401001,0.065013,0.161942,0.984656
11733466.00000000,6983099.50000000,335.10900879,-0.236677,0.612853,0.753919
11733422.00000000,6983113.00000000,344.46600342,-0.837733,0.184331,0.514029
11733431.00000000,6983114.00000000,352.87200928,-0.852411,-0.522358,0.023186
11733437.00000000,6983114.50000000,359.19699097,-0.621876,-0.778432,0.085526
11733440.00000000,6983101.00000000,325.56201172,0.051449,0.192634,0.979921
11733446.00000000,6983099.00000000,324.53201294,-0.003495,0.210880,0.977506
